CustomerID,Age,Gender,Income,Occupation,ShoppingFrequency,AverageTransactionValue,FavoriteProductType,VisitTime,PaymentMethod,CustomerFeedback,LoyaltyProgramParticipation,PurchaseHistory,AnnualExpenditure,MallStayDuration,ResidentialArea,Cluster
CUST1617,55,Female,138033,Manager,2,381.48,Beauty,Afternoon,Debit Card,Very Dissatisfied,Yes,Electronics,83339,75,Suburban,2
CUST1618,37,Male,184084,Engineer,7,350.42,Fashion,Afternoon,Mobile Wallet,Very Satisfied,Yes,Electronics,77824,170,Urban,6
CUST1619,35,Male,145724,Manager,12,48.22,Electronics,Morning,Credit Card,Very Dissatisfied,Yes,Electronics,10256,135,Rural,7
CUST1620,48,Male,60653,Engineer,14,104.79,Fashion,Evening,Cash,Dissatisfied,Yes,Groceries,83636,116,Urban,4
CUST1621,23,Male,77429,Teacher,1,279.9,Electronics,Evening,Cash,Dissatisfied,No,Electronics,13337,39,Rural,5
CUST1622,41,Female,36555,Student,4,470.87,Beauty,Evening,Cash,Neutral,No,Electronics,23603,61,Rural,1
CUST1623,34,Male,179030,Freelancer,4,74.12,Fashion,Afternoon,Credit Card,Neutral,Yes,Mixed,45171,101,Suburban,3
CUST1624,33,Male,178212,Doctor,8,279.56,Technology,Morning,Mobile Wallet,Very Satisfied,No,Fashion,51745,60,Urban,3
CUST1625,19,Female,39848,Engineer,9,181.27,Fashion,Afternoon,Credit Card,Neutral,Yes,Mixed,13752,88,Urban,1
CUST1626,58,Male,182307,Freelancer,2,421.93,Electronics,Afternoon,Debit Card,Satisfied,No,Electronics,97240,164,Rural,6
CUST1627,21,Male,153893,Manager,10,224.82,Groceries,Afternoon,Debit Card,Dissatisfied,No,Groceries,98418,110,Suburban,6
CUST1628,59,Male,96190,Manager,11,461.93,Technology,Morning,Credit Card,Neutral,Yes,Groceries,50343,40,Urban,0
CUST1629,23,Male,124304,Manager,10,498.58,Groceries,Morning,Debit Card,Neutral,Yes,Electronics,88512,62,Rural,2
CUST1630,27,Female,142610,Teacher,7,278.45,Fashion,Evening,Credit Card,Satisfied,No,Electronics,86657,72,Rural,2
CUST1631,52,Male,166592,Teacher,14,360.96,Beauty,Morning,Credit Card,Very Satisfied,No,Fashion,45719,124,Rural,3
CUST1632,43,Male,82015,Student,2,261.63,Beauty,Afternoon,Credit Card,Satisfied,Yes,Electronics,13145,72,Rural,5
CUST1633,66,Male,124159,Doctor,9,156.32,Electronics,Morning,Credit Card,Very Dissatisfied,No,Mixed,83374,52,Rural,2
CUST1634,66,Male,170584,Teacher,9,457.23,Beauty,Afternoon,Cash,Very Satisfied,Yes,Fashion,96955,81,Urban,6
CUST1635,62,Male,197223,Engineer,13,285.73,Electronics,Afternoon,Credit Card,Dissatisfied,No,Fashion,73391,34,Urban,6
CUST1636,57,Male,95141,Manager,3,82.62,Fashion,Evening,Credit Card,Very Satisfied,Yes,Fashion,20942,71,Urban,5
CUST1637,46,Female,196917,Teacher,14,462.69,Electronics,Afternoon,Debit Card,Very Dissatisfied,No,Fashion,75016,55,Urban,6
CUST1638,53,Male,163149,Student,10,125.13,Fashion,Morning,Debit Card,Very Satisfied,Yes,Groceries,96973,81,Rural,6
CUST1639,24,Male,98230,Doctor,1,144.76,Technology,Evening,Mobile Wallet,Very Dissatisfied,No,Fashion,8440,170,Rural,5
CUST1640,19,Male,116511,Teacher,9,128.84,Fashion,Morning,Cash,Neutral,Yes,Mixed,18093,34,Suburban,7
CUST1641,26,Male,86857,Teacher,14,465.09,Beauty,Afternoon,Cash,Very Satisfied,No,Mixed,84668,165,Rural,2
CUST1642,29,Female,22203,Student,1,425.91,Fashion,Afternoon,Credit Card,Neutral,No,Electronics,31459,60,Suburban,1
CUST1643,50,Male,32530,Doctor,10,450.27,Electronics,Evening,Credit Card,Very Satisfied,Yes,Electronics,89937,147,Rural,4
CUST1644,22,Male,82798,Freelancer,8,474.35,Electronics,Afternoon,Mobile Wallet,Satisfied,No,Fashion,9670,35,Rural,5
CUST1645,45,Female,108201,Freelancer,5,468.65,Fashion,Afternoon,Mobile Wallet,Dissatisfied,No,Mixed,95041,180,Suburban,2
CUST1646,61,Female,98333,Doctor,15,120.46,Groceries,Evening,Cash,Very Satisfied,Yes,Fashion,43747,156,Urban,0
CUST1647,41,Female,146014,Manager,15,108.25,Fashion,Evening,Credit Card,Satisfied,No,Mixed,81624,54,Suburban,6
CUST1648,45,Female,186095,Student,4,23.79,Beauty,Evening,Debit Card,Satisfied,No,Electronics,46871,57,Suburban,3
CUST1649,36,Male,182965,Student,10,43.58,Electronics,Evening,Credit Card,Very Dissatisfied,Yes,Groceries,61640,134,Urban,6
CUST1650,41,Female,71655,Manager,8,156.23,Technology,Afternoon,Cash,Satisfied,Yes,Mixed,56389,137,Urban,4
CUST1651,22,Male,27320,Doctor,10,409.76,Technology,Morning,Credit Card,Neutral,Yes,Mixed,36753,178,Suburban,1
CUST1652,28,Male,134209,Student,9,471.44,Fashion,Afternoon,Cash,Very Dissatisfied,Yes,Electronics,39783,123,Suburban,0
CUST1653,35,Male,171229,Engineer,15,67.18,Technology,Morning,Debit Card,Very Satisfied,Yes,Mixed,86523,167,Urban,6
CUST1654,47,Female,193716,Doctor,1,429.59,Groceries,Evening,Credit Card,Satisfied,Yes,Mixed,92787,173,Urban,6
CUST1655,18,Female,124187,Student,8,50.95,Groceries,Afternoon,Cash,Very Satisfied,Yes,Mixed,89750,65,Rural,2
CUST1656,56,Male,73018,Doctor,12,144.62,Technology,Evening,Cash,Neutral,Yes,Groceries,50065,73,Urban,5
CUST1657,40,Male,171967,Freelancer,9,417.99,Technology,Evening,Credit Card,Dissatisfied,No,Electronics,82176,150,Suburban,6
CUST1658,65,Female,148370,Teacher,1,331.21,Beauty,Evening,Mobile Wallet,Very Satisfied,No,Mixed,72247,128,Suburban,6
CUST1659,47,Female,69857,Engineer,6,42.76,Beauty,Afternoon,Cash,Satisfied,No,Electronics,38630,137,Rural,5
CUST1660,54,Male,27705,Doctor,6,296.6,Beauty,Evening,Mobile Wallet,Satisfied,Yes,Mixed,42144,120,Rural,1
CUST1661,37,Female,91120,Student,4,248.45,Technology,Afternoon,Credit Card,Neutral,No,Groceries,22930,123,Rural,5
CUST1662,69,Female,94959,Doctor,15,465.6,Fashion,Afternoon,Credit Card,Satisfied,Yes,Electronics,94612,70,Urban,2
CUST1663,69,Male,31771,Doctor,3,237.93,Groceries,Morning,Debit Card,Neutral,Yes,Mixed,55809,101,Urban,1
CUST1664,28,Female,54242,Engineer,6,317.45,Beauty,Morning,Cash,Satisfied,Yes,Electronics,10988,93,Urban,1
CUST1665,37,Male,101257,Engineer,3,480.52,Beauty,Evening,Mobile Wallet,Satisfied,No,Mixed,32263,46,Urban,5
CUST1666,31,Male,41826,Student,4,64.13,Beauty,Morning,Debit Card,Dissatisfied,Yes,Mixed,88531,106,Suburban,4
CUST1667,49,Male,188549,Manager,3,331.75,Beauty,Morning,Credit Card,Very Dissatisfied,No,Groceries,5790,161,Urban,3
CUST1668,70,Male,104268,Doctor,4,43.8,Technology,Evening,Cash,Very Dissatisfied,No,Groceries,40762,58,Rural,0
CUST1669,45,Male,188353,Freelancer,7,354.52,Electronics,Morning,Mobile Wallet,Very Dissatisfied,Yes,Mixed,68352,83,Rural,6
CUST1670,35,Male,79984,Engineer,4,243.18,Groceries,Evening,Mobile Wallet,Satisfied,No,Mixed,25339,60,Urban,5
CUST1671,63,Male,103241,Student,1,71.76,Electronics,Afternoon,Credit Card,Satisfied,Yes,Fashion,82708,120,Suburban,2
CUST1672,33,Female,171031,Student,11,477.63,Beauty,Evening,Debit Card,Dissatisfied,Yes,Fashion,59936,148,Urban,6
CUST1673,20,Female,52860,Student,14,167.06,Groceries,Afternoon,Cash,Very Dissatisfied,Yes,Fashion,54854,144,Urban,4
CUST1674,67,Female,128063,Teacher,3,134.44,Electronics,Evening,Debit Card,Satisfied,Yes,Mixed,50128,110,Rural,0
CUST1675,66,Male,112049,Student,7,463.83,Beauty,Evening,Mobile Wallet,Very Dissatisfied,No,Fashion,55173,59,Rural,0
CUST1676,24,Male,25706,Engineer,1,424.37,Electronics,Morning,Credit Card,Very Dissatisfied,No,Electronics,50226,126,Suburban,1
CUST1677,33,Male,195138,Doctor,5,68.48,Fashion,Morning,Credit Card,Satisfied,Yes,Groceries,12237,128,Rural,3
CUST1678,66,Male,21364,Student,4,288.34,Fashion,Afternoon,Mobile Wallet,Neutral,Yes,Fashion,2968,122,Urban,1
CUST1679,26,Male,37005,Manager,4,112.03,Technology,Morning,Debit Card,Satisfied,Yes,Fashion,11139,49,Urban,1
CUST1680,24,Male,88965,Freelancer,12,300.99,Technology,Afternoon,Cash,Satisfied,No,Mixed,92275,140,Suburban,2
CUST1681,46,Female,62910,Engineer,14,52.44,Fashion,Afternoon,Cash,Satisfied,Yes,Fashion,78921,109,Suburban,4
CUST1682,63,Male,78196,Teacher,4,199.98,Beauty,Evening,Cash,Neutral,Yes,Electronics,1225,117,Rural,5
CUST1683,26,Female,49757,Doctor,12,460.5,Groceries,Afternoon,Cash,Very Dissatisfied,Yes,Groceries,62174,166,Suburban,4
CUST1684,65,Female,64736,Student,14,420.51,Fashion,Afternoon,Debit Card,Very Dissatisfied,No,Mixed,73079,149,Urban,4
CUST1685,24,Male,158909,Doctor,10,428.58,Beauty,Afternoon,Debit Card,Very Satisfied,No,Groceries,16522,83,Suburban,7
CUST1686,28,Male,77612,Student,9,306.84,Electronics,Evening,Credit Card,Satisfied,No,Mixed,54909,85,Urban,5
CUST1687,23,Female,28624,Manager,6,229.31,Beauty,Morning,Mobile Wallet,Very Dissatisfied,No,Fashion,47263,114,Urban,1
CUST1688,19,Male,135240,Doctor,12,382.14,Beauty,Morning,Credit Card,Neutral,Yes,Fashion,57223,165,Suburban,0
CUST1689,60,Male,120005,Student,3,151.84,Fashion,Morning,Debit Card,Dissatisfied,No,Fashion,64217,132,Urban,0
CUST1690,19,Male,35278,Manager,15,427.2,Beauty,Afternoon,Mobile Wallet,Very Dissatisfied,No,Groceries,70902,39,Suburban,4
CUST1691,45,Female,144480,Engineer,15,242.45,Technology,Afternoon,Cash,Very Dissatisfied,No,Fashion,2483,116,Urban,7
CUST1692,70,Male,107760,Manager,3,237.3,Beauty,Morning,Debit Card,Very Dissatisfied,No,Mixed,65688,95,Suburban,0
CUST1693,44,Male,184573,Manager,8,202.31,Fashion,Afternoon,Mobile Wallet,Very Dissatisfied,Yes,Fashion,47481,172,Urban,3
CUST1694,38,Male,29206,Freelancer,3,236.01,Beauty,Evening,Credit Card,Satisfied,No,Mixed,92665,138,Urban,4
CUST1695,61,Female,182486,Freelancer,15,87.94,Electronics,Morning,Credit Card,Dissatisfied,No,Mixed,15262,87,Rural,3
CUST1696,50,Female,155497,Doctor,9,160.34,Fashion,Morning,Mobile Wallet,Satisfied,Yes,Groceries,63388,95,Suburban,6
CUST1697,44,Male,149035,Student,1,380.46,Electronics,Afternoon,Credit Card,Satisfied,Yes,Mixed,5713,56,Rural,7
CUST1698,32,Female,116423,Teacher,6,280.87,Fashion,Morning,Debit Card,Very Satisfied,Yes,Electronics,48356,126,Rural,0
CUST1699,61,Female,141203,Teacher,10,349.39,Groceries,Morning,Cash,Very Dissatisfied,No,Mixed,93784,97,Urban,2
CUST1700,56,Male,62755,Teacher,2,35.47,Fashion,Evening,Cash,Dissatisfied,Yes,Fashion,96743,156,Suburban,4
CUST1701,29,Male,147922,Teacher,1,42.04,Fashion,Morning,Mobile Wallet,Dissatisfied,No,Electronics,96483,58,Urban,6
CUST1702,51,Female,74094,Doctor,1,417.02,Technology,Afternoon,Credit Card,Satisfied,No,Groceries,43776,80,Rural,5
CUST1703,19,Female,38494,Doctor,8,133.36,Groceries,Afternoon,Debit Card,Neutral,Yes,Mixed,71085,132,Urban,4
CUST1704,40,Female,80269,Manager,6,370.75,Groceries,Morning,Debit Card,Dissatisfied,Yes,Groceries,44648,56,Rural,5
CUST1705,60,Male,167778,Engineer,3,83.69,Groceries,Evening,Cash,Very Dissatisfied,Yes,Groceries,95529,166,Urban,6
CUST1706,46,Male,66599,Freelancer,6,381.48,Beauty,Morning,Credit Card,Neutral,Yes,Groceries,91029,108,Rural,4
CUST1707,19,Female,177450,Teacher,8,251.84,Groceries,Afternoon,Debit Card,Very Dissatisfied,Yes,Groceries,21746,135,Suburban,3
CUST1708,26,Male,60707,Manager,14,176.91,Technology,Afternoon,Cash,Dissatisfied,Yes,Mixed,2406,125,Rural,5
CUST1709,56,Female,162282,Student,3,198.92,Beauty,Afternoon,Credit Card,Dissatisfied,No,Electronics,93844,120,Rural,6
CUST1710,24,Male,179080,Student,5,304.41,Groceries,Evening,Cash,Very Satisfied,Yes,Mixed,38749,63,Urban,3
CUST1711,34,Male,27995,Teacher,14,384.2,Beauty,Afternoon,Mobile Wallet,Neutral,Yes,Fashion,14762,102,Suburban,1
CUST1712,38,Male,69823,Manager,13,169.98,Technology,Morning,Debit Card,Very Dissatisfied,No,Electronics,88605,110,Rural,4
CUST1713,51,Female,82311,Teacher,14,60.47,Technology,Morning,Mobile Wallet,Satisfied,Yes,Electronics,76111,66,Suburban,4
CUST1714,33,Male,122433,Engineer,11,23.81,Groceries,Morning,Cash,Very Dissatisfied,Yes,Groceries,55665,82,Suburban,0
CUST1715,39,Female,99215,Freelancer,13,93.01,Groceries,Afternoon,Cash,Satisfied,Yes,Fashion,76245,48,Urban,2
CUST1716,24,Female,37590,Student,15,136.07,Fashion,Evening,Credit Card,Dissatisfied,Yes,Mixed,50283,163,Suburban,1
CUST1717,60,Male,156028,Student,6,279.78,Fashion,Afternoon,Debit Card,Very Satisfied,No,Groceries,60667,97,Urban,6
CUST1718,44,Male,113386,Manager,3,277.57,Fashion,Evening,Debit Card,Very Satisfied,No,Electronics,75338,177,Urban,2
CUST1719,53,Female,119319,Manager,2,359.13,Groceries,Afternoon,Debit Card,Very Dissatisfied,No,Groceries,28375,172,Rural,0
CUST1720,22,Male,168763,Freelancer,8,469.33,Groceries,Afternoon,Credit Card,Very Satisfied,Yes,Electronics,32502,56,Urban,3
CUST1721,27,Male,180076,Freelancer,3,397.71,Beauty,Evening,Credit Card,Neutral,No,Groceries,86624,171,Suburban,6
CUST1722,58,Male,40278,Teacher,10,300.35,Groceries,Evening,Cash,Very Satisfied,Yes,Fashion,31934,161,Suburban,1
CUST1723,29,Female,37439,Teacher,12,36.53,Electronics,Morning,Mobile Wallet,Neutral,Yes,Mixed,67593,147,Suburban,4
CUST1724,46,Female,132966,Freelancer,13,269.05,Fashion,Morning,Cash,Very Satisfied,Yes,Groceries,62040,88,Urban,0
CUST1725,65,Female,48066,Manager,4,88.85,Groceries,Evening,Mobile Wallet,Very Dissatisfied,Yes,Fashion,69848,157,Suburban,4
CUST1726,58,Female,107473,Student,9,430.78,Fashion,Morning,Cash,Very Satisfied,Yes,Groceries,79959,89,Rural,2
CUST1727,53,Male,113477,Engineer,8,88.01,Groceries,Morning,Credit Card,Very Satisfied,Yes,Groceries,92236,128,Urban,2
CUST1728,37,Female,42855,Freelancer,6,50.97,Technology,Afternoon,Debit Card,Satisfied,Yes,Groceries,78709,88,Urban,4
CUST1729,39,Male,108243,Freelancer,3,486.21,Technology,Morning,Mobile Wallet,Dissatisfied,No,Fashion,79758,67,Suburban,2
CUST1730,50,Male,143253,Freelancer,9,363.91,Groceries,Afternoon,Mobile Wallet,Dissatisfied,No,Mixed,37427,104,Urban,7
CUST1731,31,Female,104557,Engineer,14,27.7,Groceries,Evening,Credit Card,Neutral,No,Mixed,2969,102,Rural,5
CUST1732,46,Female,171177,Engineer,9,350.36,Technology,Afternoon,Mobile Wallet,Satisfied,No,Fashion,42729,159,Rural,3
CUST1733,50,Female,108730,Teacher,10,274.63,Electronics,Afternoon,Credit Card,Very Satisfied,Yes,Mixed,18879,83,Suburban,5
CUST1734,29,Female,135414,Freelancer,6,239.53,Electronics,Morning,Credit Card,Neutral,No,Electronics,61741,90,Urban,0
CUST1735,64,Male,160474,Student,1,231.91,Groceries,Afternoon,Cash,Very Satisfied,No,Mixed,58007,73,Suburban,6
CUST1736,53,Male,83223,Doctor,9,468.47,Technology,Morning,Credit Card,Very Satisfied,No,Electronics,11583,152,Suburban,5
CUST1737,46,Male,90180,Student,4,389.65,Groceries,Afternoon,Cash,Satisfied,Yes,Mixed,22841,112,Suburban,5
CUST1738,48,Male,96074,Manager,7,24.77,Groceries,Afternoon,Cash,Dissatisfied,Yes,Electronics,78172,180,Suburban,2
CUST1739,48,Female,181138,Freelancer,13,281.28,Beauty,Evening,Cash,Dissatisfied,No,Electronics,99350,111,Rural,6
CUST1740,43,Female,98377,Teacher,10,432.64,Groceries,Morning,Cash,Satisfied,No,Fashion,71534,104,Rural,2
CUST1741,60,Female,189944,Doctor,5,381.38,Groceries,Morning,Mobile Wallet,Very Satisfied,Yes,Electronics,39639,104,Urban,3
CUST1742,62,Male,31807,Doctor,15,230.11,Beauty,Morning,Debit Card,Very Dissatisfied,No,Groceries,86548,103,Urban,4
CUST1743,36,Female,63863,Teacher,2,318.12,Electronics,Afternoon,Cash,Neutral,No,Electronics,81931,74,Urban,4
CUST1744,35,Female,188066,Freelancer,3,483.18,Electronics,Evening,Mobile Wallet,Satisfied,Yes,Electronics,20029,150,Suburban,3
CUST1745,49,Male,55979,Engineer,10,50.84,Beauty,Afternoon,Cash,Satisfied,No,Electronics,34440,136,Urban,1
CUST1746,18,Female,124985,Doctor,12,309.59,Technology,Afternoon,Cash,Very Dissatisfied,Yes,Fashion,58795,111,Rural,0
CUST1747,34,Female,89870,Doctor,1,207.46,Beauty,Morning,Cash,Neutral,Yes,Mixed,51414,119,Rural,5
CUST1748,18,Female,118429,Student,1,287.0,Groceries,Evening,Cash,Satisfied,Yes,Fashion,7386,87,Suburban,7
CUST1749,24,Female,123532,Student,15,471.64,Groceries,Evening,Debit Card,Dissatisfied,Yes,Fashion,46482,75,Suburban,0
CUST1750,25,Female,164449,Teacher,11,366.55,Groceries,Afternoon,Credit Card,Neutral,Yes,Mixed,62145,70,Rural,6
CUST1751,52,Male,33526,Teacher,1,282.79,Technology,Evening,Credit Card,Neutral,Yes,Mixed,10312,73,Suburban,1
CUST1752,55,Female,75660,Engineer,10,424.61,Technology,Evening,Mobile Wallet,Very Satisfied,No,Fashion,86684,50,Suburban,4
CUST1753,53,Female,46998,Student,4,376.92,Electronics,Morning,Debit Card,Neutral,Yes,Mixed,4956,148,Rural,1
CUST1754,70,Male,65489,Engineer,9,439.32,Technology,Evening,Debit Card,Very Dissatisfied,Yes,Mixed,87952,172,Rural,4
CUST1755,44,Female,76887,Student,12,158.46,Electronics,Morning,Mobile Wallet,Very Dissatisfied,Yes,Electronics,70840,74,Suburban,4
CUST1756,51,Female,149529,Engineer,10,363.92,Groceries,Afternoon,Cash,Very Dissatisfied,Yes,Electronics,57141,33,Urban,6
CUST1757,45,Male,172916,Teacher,10,430.1,Fashion,Morning,Mobile Wallet,Very Satisfied,Yes,Electronics,50001,121,Urban,3
CUST1758,46,Male,140479,Doctor,4,399.26,Groceries,Morning,Cash,Satisfied,No,Fashion,73239,155,Suburban,2
CUST1759,69,Male,188071,Student,7,480.85,Technology,Afternoon,Mobile Wallet,Dissatisfied,No,Mixed,93080,102,Suburban,6
CUST1760,24,Male,54893,Engineer,2,78.22,Electronics,Evening,Cash,Very Dissatisfied,No,Fashion,12461,86,Rural,1
CUST1761,28,Female,117638,Doctor,4,329.1,Beauty,Afternoon,Credit Card,Dissatisfied,No,Fashion,57411,157,Urban,0
CUST1762,20,Female,75010,Teacher,1,72.7,Fashion,Morning,Cash,Dissatisfied,Yes,Fashion,28368,149,Rural,5
CUST1763,45,Female,70687,Doctor,2,155.24,Fashion,Morning,Cash,Very Dissatisfied,No,Groceries,29338,114,Suburban,5
CUST1764,23,Male,169637,Freelancer,3,120.14,Groceries,Afternoon,Mobile Wallet,Very Dissatisfied,No,Groceries,46385,97,Suburban,3
CUST1765,68,Female,51046,Engineer,3,482.42,Groceries,Morning,Cash,Very Satisfied,Yes,Fashion,1843,84,Urban,1
CUST1766,54,Female,145078,Manager,7,357.65,Beauty,Morning,Cash,Neutral,No,Electronics,76141,54,Urban,6
CUST1767,67,Female,30132,Engineer,15,113.52,Technology,Evening,Cash,Very Satisfied,Yes,Mixed,52530,120,Rural,1
CUST1768,40,Female,43443,Doctor,5,108.23,Fashion,Evening,Cash,Neutral,No,Groceries,13812,31,Rural,1
CUST1769,64,Male,127426,Doctor,8,153.82,Electronics,Evening,Mobile Wallet,Neutral,Yes,Fashion,28493,35,Urban,7
CUST1770,23,Female,141987,Freelancer,13,201.23,Beauty,Evening,Mobile Wallet,Dissatisfied,No,Mixed,28215,165,Suburban,7
CUST1771,29,Female,49754,Engineer,5,353.23,Fashion,Evening,Debit Card,Neutral,No,Fashion,49293,107,Urban,1
CUST1772,19,Female,46685,Engineer,14,386.64,Technology,Morning,Credit Card,Neutral,Yes,Fashion,16351,177,Suburban,1
CUST1773,55,Female,81123,Engineer,3,51.75,Groceries,Evening,Debit Card,Very Dissatisfied,Yes,Groceries,90533,113,Urban,4
CUST1774,43,Female,175804,Doctor,14,365.02,Electronics,Morning,Debit Card,Satisfied,Yes,Groceries,40147,158,Suburban,3
CUST1775,66,Female,129065,Freelancer,10,253.18,Groceries,Morning,Debit Card,Very Satisfied,No,Electronics,20183,162,Rural,7
CUST1776,25,Male,32993,Teacher,3,344.73,Electronics,Afternoon,Mobile Wallet,Satisfied,No,Groceries,38666,169,Urban,1
CUST1777,43,Female,28329,Engineer,7,259.4,Electronics,Afternoon,Credit Card,Satisfied,No,Mixed,80141,131,Urban,4
CUST1778,22,Female,74966,Teacher,6,255.81,Beauty,Morning,Cash,Dissatisfied,No,Groceries,9556,125,Rural,5
CUST1779,64,Female,172614,Teacher,4,80.7,Beauty,Evening,Debit Card,Neutral,No,Fashion,40625,173,Suburban,3
CUST1780,38,Female,75235,Teacher,8,255.96,Beauty,Morning,Credit Card,Dissatisfied,No,Fashion,22674,113,Rural,5
CUST1781,52,Male,77843,Engineer,14,200.78,Electronics,Morning,Cash,Very Dissatisfied,Yes,Groceries,40912,178,Rural,5
CUST1782,27,Male,154339,Manager,2,362.9,Fashion,Evening,Cash,Neutral,No,Mixed,11213,160,Urban,7
CUST1783,31,Male,132149,Manager,15,256.04,Beauty,Afternoon,Debit Card,Dissatisfied,Yes,Electronics,90925,38,Urban,2
CUST1784,63,Female,158960,Engineer,4,37.21,Groceries,Afternoon,Credit Card,Satisfied,No,Electronics,51141,69,Rural,6
CUST1785,54,Male,150212,Teacher,15,85.15,Beauty,Evening,Credit Card,Very Satisfied,Yes,Groceries,73339,142,Suburban,6
CUST1786,29,Female,199201,Teacher,15,477.39,Technology,Morning,Cash,Very Satisfied,Yes,Electronics,6242,42,Rural,3
CUST1787,49,Female,158225,Student,13,449.94,Technology,Morning,Debit Card,Very Dissatisfied,Yes,Fashion,9245,122,Rural,7
CUST1788,57,Male,41934,Doctor,11,372.84,Fashion,Evening,Cash,Very Dissatisfied,No,Fashion,33807,33,Urban,1
CUST1789,33,Female,55702,Freelancer,10,211.67,Technology,Afternoon,Credit Card,Very Dissatisfied,Yes,Electronics,10944,142,Rural,1
CUST1790,41,Female,64191,Teacher,5,232.37,Technology,Afternoon,Cash,Satisfied,No,Groceries,5452,148,Rural,5
CUST1791,68,Male,125893,Freelancer,15,348.8,Groceries,Evening,Debit Card,Neutral,Yes,Electronics,34148,161,Urban,0
CUST1792,18,Female,197842,Doctor,4,471.09,Fashion,Morning,Credit Card,Dissatisfied,Yes,Groceries,13285,148,Rural,3
CUST1793,38,Male,133410,Student,8,467.42,Groceries,Afternoon,Mobile Wallet,Neutral,No,Groceries,21098,77,Rural,7
CUST1794,24,Female,121242,Student,11,487.28,Beauty,Morning,Debit Card,Satisfied,No,Electronics,39027,122,Suburban,0
CUST1795,18,Male,133924,Student,15,369.92,Technology,Morning,Cash,Very Dissatisfied,No,Groceries,12035,102,Urban,7
CUST1796,44,Male,45574,Doctor,4,122.47,Beauty,Morning,Mobile Wallet,Satisfied,Yes,Electronics,93674,48,Rural,4
CUST1797,52,Female,163280,Student,14,75.58,Electronics,Afternoon,Cash,Neutral,No,Groceries,43438,153,Suburban,3
CUST1798,59,Female,131419,Teacher,8,108.67,Groceries,Evening,Credit Card,Neutral,Yes,Mixed,82031,154,Urban,2
CUST1799,67,Female,174319,Engineer,10,204.59,Groceries,Afternoon,Mobile Wallet,Satisfied,Yes,Electronics,4555,84,Suburban,3
CUST1800,68,Male,41594,Freelancer,9,21.54,Fashion,Afternoon,Debit Card,Very Dissatisfied,Yes,Electronics,58151,47,Suburban,4
CUST1801,39,Female,62859,Teacher,8,305.73,Fashion,Afternoon,Cash,Neutral,Yes,Mixed,45200,62,Urban,5
CUST1802,43,Male,69079,Manager,1,211.87,Beauty,Afternoon,Cash,Satisfied,Yes,Mixed,21312,159,Rural,5
CUST1803,19,Male,99272,Student,4,85.84,Electronics,Afternoon,Credit Card,Very Satisfied,No,Electronics,52142,96,Rural,0
CUST1804,61,Male,61654,Freelancer,9,153.34,Electronics,Afternoon,Credit Card,Satisfied,Yes,Electronics,79140,30,Suburban,4
CUST1805,36,Female,80820,Engineer,3,437.16,Technology,Afternoon,Cash,Satisfied,No,Groceries,56183,61,Urban,5
CUST1806,27,Male,92984,Manager,3,81.35,Electronics,Afternoon,Cash,Very Satisfied,Yes,Groceries,96053,87,Urban,2
CUST1807,69,Female,169306,Freelancer,3,44.53,Beauty,Evening,Mobile Wallet,Dissatisfied,No,Mixed,5818,84,Suburban,3
CUST1808,55,Male,169587,Engineer,12,184.93,Fashion,Evening,Debit Card,Satisfied,No,Mixed,87358,109,Urban,6
CUST1809,47,Male,75076,Teacher,9,471.59,Technology,Morning,Cash,Very Dissatisfied,No,Fashion,33619,110,Suburban,5
CUST1810,49,Male,82254,Student,8,178.98,Electronics,Evening,Mobile Wallet,Dissatisfied,No,Electronics,2871,69,Urban,5
CUST1811,63,Male,119970,Student,2,345.08,Fashion,Evening,Credit Card,Satisfied,No,Groceries,89206,131,Suburban,2
CUST1812,29,Female,64202,Student,1,202.44,Groceries,Morning,Mobile Wallet,Very Dissatisfied,Yes,Electronics,52095,81,Suburban,4
CUST1813,25,Female,90911,Manager,4,177.43,Fashion,Morning,Credit Card,Very Satisfied,No,Electronics,91786,170,Suburban,2
CUST1814,59,Female,36882,Engineer,13,244.16,Fashion,Evening,Cash,Dissatisfied,Yes,Fashion,96354,171,Urban,4
CUST1815,68,Female,170048,Doctor,7,189.28,Beauty,Afternoon,Debit Card,Dissatisfied,Yes,Mixed,41878,161,Urban,3
CUST1816,49,Female,112503,Freelancer,10,80.02,Fashion,Afternoon,Mobile Wallet,Very Dissatisfied,Yes,Groceries,42166,138,Urban,0
CUST1817,20,Male,53620,Student,14,329.41,Technology,Evening,Debit Card,Dissatisfied,Yes,Electronics,91148,118,Suburban,4
CUST1818,49,Male,174346,Doctor,1,371.39,Fashion,Evening,Mobile Wallet,Very Satisfied,No,Fashion,18066,70,Rural,3
CUST1819,36,Female,45381,Doctor,12,225.05,Electronics,Afternoon,Debit Card,Very Satisfied,Yes,Fashion,58275,46,Rural,4
CUST1820,68,Female,64368,Freelancer,13,444.46,Beauty,Morning,Mobile Wallet,Satisfied,No,Groceries,22038,114,Urban,5
CUST1821,21,Female,136183,Doctor,5,92.3,Technology,Morning,Debit Card,Very Satisfied,No,Mixed,66887,67,Rural,0
CUST1822,53,Male,113779,Student,11,99.39,Fashion,Evening,Credit Card,Neutral,Yes,Electronics,40688,134,Rural,0
CUST1823,51,Female,119978,Freelancer,9,32.01,Beauty,Afternoon,Cash,Very Dissatisfied,Yes,Mixed,1988,107,Rural,7
